priority,score,system,year,project_document,why_it_matters,captures,unique_versions,mime_type,original,archive_exact,archive_history
HIGH,8,Water,2025,City of Copperas Cove – Update on Water System Conversion to Free Chlorine 10 25 2021.pdf,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/10-21/City%20of%20Copperas%20Cove%20%E2%80%93%20Update%20on%20Water%20System%20Conversion%20to%20Free%20Chlorine%2010-25-2021.pdf,https://web.archive.org/web/20250203042609/https://www.copperascovetx.gov/files/pio/press_releases/10-21/City%20of%20Copperas%20Cove%20%E2%80%93%20Update%20on%20Water%20System%20Conversion%20to%20Free%20Chlorine%2010-25-2021.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/10-21/City%20of%20Copperas%20Cove%20%E2%80%93%20Update%20on%20Water%20System%20Conversion%20to%20Free%20Chlorine%2010-25-2021.pdf
HIGH,8,Water,2025,Drinking Water Disinfection and the Free Chlorine Conversion Process FA Qs PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/2180/Drinking-Water-Disinfection-and-the-Free-Chlorine-Conversion-Process-FA-Qs-PDF,https://web.archive.org/web/20250926090937/https://www.copperascovetx.gov/DocumentCenter/View/2180/Drinking-Water-Disinfection-and-the-Free-Chlorine-Conversion-Process-FA-Qs-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/2180/Drinking-Water-Disinfection-and-the-Free-Chlorine-Conversion-Process-FA-Qs-PDF
HIGH,8,Water,2025,Emergency Water Restrictions Stage 4B Ordered 05 07 2022.pdf,priority category; infrastructure/money keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Emergency%20Water%20Restrictions%20Stage%204B%20Ordered%2005-07-2022.pdf,https://web.archive.org/web/20250212050906/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Emergency%20Water%20Restrictions%20Stage%204B%20Ordered%2005-07-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Emergency%20Water%20Restrictions%20Stage%204B%20Ordered%2005-07-2022.pdf
HIGH,8,Water,2025,KCCB Waterway Clean Up 02 26 2021.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/KCCB%20Waterway%20Clean%20Up%2002-26-2021.pdf,https://web.archive.org/web/20250216154706/https://www.copperascovetx.gov/files/pio/press_releases/02-21/KCCB%20Waterway%20Clean%20Up%2002-26-2021.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/KCCB%20Waterway%20Clean%20Up%2002-26-2021.pdf
HIGH,8,Water,2025,KCCB Waterway Cleanup 02 07 2020.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-20/KCCB%20Waterway%20Cleanup%2002-07-2020.pdf,https://web.archive.org/web/20250210230444/https://www.copperascovetx.gov/files/pio/press_releases/02-20/KCCB%20Waterway%20Cleanup%2002-07-2020.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-20/KCCB%20Waterway%20Cleanup%2002-07-2020.pdf
HIGH,8,Water,2025,KCCB Waterway Cleanup 02 25 2022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-22/KCCB%20Waterway%20Cleanup%2002-25-2022.pdf,https://web.archive.org/web/20250210232633/https://www.copperascovetx.gov/files/pio/press_releases/02-22/KCCB%20Waterway%20Cleanup%2002-25-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-22/KCCB%20Waterway%20Cleanup%2002-25-2022.pdf
HIGH,8,Water,2025,KCCB waterway cleanup.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/04-19/KCCB_waterway_cleanup.pdf,https://web.archive.org/web/20250216153243/https://www.copperascovetx.gov/files/pio/press_releases/04-19/KCCB_waterway_cleanup.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-19/KCCB_waterway_cleanup.pdf
HIGH,8,Water,2025,Low Income Household Water Assistance Program 06 23 2022.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/06-22/Low-Income%20Household%20Water%20Assistance%20Program%2006-23-2022.pdf,https://web.archive.org/web/20250203015812/https://www.copperascovetx.gov/files/pio/press_releases/06-22/Low-Income%20Household%20Water%20Assistance%20Program%2006-23-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/06-22/Low-Income%20Household%20Water%20Assistance%20Program%2006-23-2022.pdf
HIGH,8,Water,2025,Mountain Top Pressure Loss Boil Water Notice Issued 09 08 2025 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4650/Mountain-Top-Pressure-Loss--Boil-Water-Notice-Issued-09-08-2025-PDF,https://web.archive.org/web/20250929065908/https://www.copperascovetx.gov/DocumentCenter/View/4650/Mountain-Top-Pressure-Loss--Boil-Water-Notice-Issued-09-08-2025-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4650/Mountain-Top-Pressure-Loss--Boil-Water-Notice-Issued-09-08-2025-PDF
HIGH,8,Water,2025,Mountain Top Pressure Plane and Stage 4B Water Restrictions Update.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Mountain%20Top%20Pressure%20Plane%20and%20Stage%204B%20Water%20Restrictions%20Update.pdf,https://web.archive.org/web/20250216152024/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Mountain%20Top%20Pressure%20Plane%20and%20Stage%204B%20Water%20Restrictions%20Update.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Mountain%20Top%20Pressure%20Plane%20and%20Stage%204B%20Water%20Restrictions%20Update.pdf
HIGH,8,Water,2025,Notice of Water Service Interruption 04 28 22.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/04-22/Notice%20of%20Water%20Service%20Interruption%2004-28-22.pdf,https://web.archive.org/web/20250210202145/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Notice%20of%20Water%20Service%20Interruption%2004-28-22.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Notice%20of%20Water%20Service%20Interruption%2004-28-22.pdf
HIGH,8,Water,2025,Notice of Water Service Interruption 05 06 22.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Notice%20of%20Water%20Service%20Interruption%2005-06-22.pdf,https://web.archive.org/web/20250210191802/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Notice%20of%20Water%20Service%20Interruption%2005-06-22.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Notice%20of%20Water%20Service%20Interruption%2005-06-22.pdf
HIGH,8,Water,2025,NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/06-19/NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf,https://web.archive.org/web/20250210191932/https://www.copperascovetx.gov/files/pio/press_releases/06-19/NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/06-19/NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf
HIGH,8,Water,2025,Pressure Planes Map PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/2370/Pressure-Planes-Map-PDF,https://web.archive.org/web/20250925210827/https://www.copperascovetx.gov/DocumentCenter/View/2370/Pressure-Planes-Map-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/2370/Pressure-Planes-Map-PDF
HIGH,8,Water,2025,Pressure Planes Map.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/public_works/Pressure_Planes_Map.pdf,https://web.archive.org/web/20250208154155/https://www.copperascovetx.gov/files/public_works/Pressure_Planes_Map.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/Pressure_Planes_Map.pdf
HIGH,8,Water,2025,Proclamation2023.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/Proclamation2023.pdf,https://web.archive.org/web/20250208161718/https://www.copperascovetx.gov/files/public_works/stormwater/Proclamation2023.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/Proclamation2023.pdf
HIGH,8,Water,2025,Senior Activity Center Temporary Closure Due to Water Damage 04 26 2022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/04-22/Senior%20Activity%20Center%20Temporary%20Closure%20Due%20to%20Water%20Damage%2004-26-2022.pdf,https://web.archive.org/web/20250210232802/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Senior%20Activity%20Center%20Temporary%20Closure%20Due%20to%20Water%20Damage%2004-26-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Senior%20Activity%20Center%20Temporary%20Closure%20Due%20to%20Water%20Damage%2004-26-2022.pdf
HIGH,8,Water,2025,"Stage 2 Water Conservation Rescinded, Stage 1 Ordered 04 23 2024.pdf",priority category; infrastructure/money keyword; document/PDF,10,1,application/pdf,"https://www.copperascovetx.gov/files/pio/press_releases/04-24/Stage%202%20Water%20Conservation%20Rescinded,%20Stage%201%20Ordered%2004-23-2024.pdf","https://web.archive.org/web/20250215160051/https://www.copperascovetx.gov/files/pio/press_releases/04-24/Stage%202%20Water%20Conservation%20Rescinded,%20Stage%201%20Ordered%2004-23-2024.pdf","https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-24/Stage%202%20Water%20Conservation%20Rescinded,%20Stage%201%20Ordered%2004-23-2024.pdf"
HIGH,8,Water,2025,Stage 2 Water Restriction Order 02172 Signed.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Stage%202%20Water%20Restriction%20Order%2002172%20-%20Signed.pdf,https://web.archive.org/web/20250210202855/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Stage%202%20Water%20Restriction%20Order%2002172%20-%20Signed.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Stage%202%20Water%20Restriction%20Order%2002172%20-%20Signed.pdf
HIGH,8,Water,2025,Stage 3 Water Conservation Rescinded.05 10 22.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%203%20Water%20Conservation%20Rescinded.05-10-22.pdf,https://web.archive.org/web/20250212032903/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%203%20Water%20Conservation%20Rescinded.05-10-22.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%203%20Water%20Conservation%20Rescinded.05-10-22.pdf
HIGH,8,Water,2025,Stage 4B Water Conservation Rescinded Stage 3 Ordered.05092022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%204B%20Water%20Conservation%20Rescinded%20Stage%203%20Ordered.05092022.pdf,https://web.archive.org/web/20250208190028/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%204B%20Water%20Conservation%20Rescinded%20Stage%203%20Ordered.05092022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%204B%20Water%20Conservation%20Rescinded%20Stage%203%20Ordered.05092022.pdf
HIGH,8,Water,2025,TCEQ Facts and Guidance.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/20250209233154/https://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf
HIGH,8,Water,2025,TCEQ Facts and Guidance.pdf,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,http://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/20250210234356/http://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/*/http://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf
HIGH,8,Water,2025,Update 4 1 20.pdf,priority category; infrastructure/money keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/Update_4_1_20.pdf,https://web.archive.org/web/20250208164424/https://www.copperascovetx.gov/files/public_works/stormwater/Update_4_1_20.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/Update_4_1_20.pdf
HIGH,8,Water,2025,Water Conservation and Drought Contingency Plan 2019.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/20250216144030/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf
HIGH,8,Water,2025,Water Conservation and Drought Contingency Plan 2019.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/20250216153550/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf
HIGH,8,Water,2025,Water Distribution Update Copperas Cove Update.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Distribution%20Update%20Copperas%20Cove%20Update.pdf,https://web.archive.org/web/20250216154403/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Distribution%20Update%20Copperas%20Cove%20Update.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Distribution%20Update%20Copperas%20Cove%20Update.pdf
HIGH,8,Water,2025,Water Restrictions Stage 1 Ordered 08 08 2022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/08-22/Water%20Restrictions%20-%20Stage%201%20Ordered%2008-08-2022.pdf,https://web.archive.org/web/20250203032759/https://www.copperascovetx.gov/files/pio/press_releases/08-22/Water%20Restrictions%20-%20Stage%201%20Ordered%2008-08-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/08-22/Water%20Restrictions%20-%20Stage%201%20Ordered%2008-08-2022.pdf
HIGH,8,Water,2025,Water Restrictions Stage 3 Order 05 09 2022 Signed.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Restrictions%20Stage%203%20Order-05-09-2022-Signed.pdf,https://web.archive.org/web/20250211002429/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Restrictions%20Stage%203%20Order-05-09-2022-Signed.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Restrictions%20Stage%203%20Order-05-09-2022-Signed.pdf
HIGH,8,Water,2025,WhatIsStormWater.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/ed/WhatIsStormWater.pdf,https://web.archive.org/web/20250326232325/https://www.copperascovetx.gov/files/public_works/stormwater/ed/WhatIsStormWater.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/ed/WhatIsStormWater.pdf
HIGH,8,Water,2025,backflow.pdf,priority category; infrastructure/money keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/forms/water/backflow.pdf,https://web.archive.org/web/20250208045654/https://www.copperascovetx.gov/files/forms/water/backflow.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/forms/water/backflow.pdf
HIGH,8,Water,2025,cocc ms4 permit.pdf,priority category; infrastructure/money keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/cocc_ms4_permit.pdf,https://web.archive.org/web/20250208153556/https://www.copperascovetx.gov/files/public_works/stormwater/cocc_ms4_permit.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/cocc_ms4_permit.pdf
HIGH,8,Water,2025,food water.pdf,priority category; infrastructure/money keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/fire/emergency_preparedness/food_water.pdf,https://web.archive.org/web/20250327004326/https://www.copperascovetx.gov/files/fire/emergency_preparedness/food_water.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/fire/emergency_preparedness/food_water.pdf
HIGH,8,Water,2025,water conservation drought contingency.pdf,priority category; infrastructure/money keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/water/water_conservation_drought_contingency.pdf,https://web.archive.org/web/20250208050405/https://www.copperascovetx.gov/files/water/water_conservation_drought_contingency.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/water/water_conservation_drought_contingency.pdf
HIGH,8,Water,2025,water.pdf,priority category; infrastructure/money keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/10-18/water.pdf,https://web.archive.org/web/20250212033714/https://www.copperascovetx.gov/files/pio/press_releases/10-18/water.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/10-18/water.pdf
HIGH,8,Water,2025,waterway.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/03-19/waterway.pdf,https://web.archive.org/web/20250216092552/https://www.copperascovetx.gov/files/pio/press_releases/03-19/waterway.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/03-19/waterway.pdf
HIGH,8,Water,2026,Boil Water Notice Issued 123025 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4977/Boil-Water-Notice-Issued-123025-PDF,https://web.archive.org/web/20260101130423/https://www.copperascovetx.gov/DocumentCenter/View/4977/Boil-Water-Notice-Issued-123025-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4977/Boil-Water-Notice-Issued-123025-PDF
HIGH,8,Water,2026,Boil Water Notice Issued Donna Ave PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF,https://web.archive.org/web/20260102221441/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF
HIGH,8,Water,2026,Boil Water Notice Issued Donna Ave PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF?bidId=,https://web.archive.org/web/20260102222217/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF?bidId=,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF?bidId=
HIGH,8,Water,2026,Boil Water Notice Rescinded 01 03 2026 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4991/Boil-Water-Notice-Rescinded-01-03-2026-PDF,https://web.archive.org/web/20260105230000/https://www.copperascovetx.gov/DocumentCenter/View/4991/Boil-Water-Notice-Rescinded-01-03-2026-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4991/Boil-Water-Notice-Rescinded-01-03-2026-PDF
HIGH,8,Water,2026,Boil Water Notice Rescinded E AVE F 10226 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4989/Boil-Water-Notice-Rescinded-E-AVE-F-10226-PDF,https://web.archive.org/web/20260102174301/https://www.copperascovetx.gov/DocumentCenter/View/4989/Boil-Water-Notice-Rescinded-E-AVE-F-10226-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4989/Boil-Water-Notice-Rescinded-E-AVE-F-10226-PDF
HIGH,7,Budget / Finance,2025,feed,review category; 33 unique versions; financial/project keyword,33,33,application/rss+xml,https://www.copperascovetx.gov/comments/feed/,https://web.archive.org/web/20250215191239/https://www.copperascovetx.gov/comments/feed/,https://web.archive.org/web/*/https://www.copperascovetx.gov/comments/feed/
HIGH,7,Budget / Finance,2025,feed,review category; 31 unique versions; financial/project keyword,34,31,application/rss+xml,https://www.copperascovetx.gov/feed/,https://web.archive.org/web/20250215160900/https://www.copperascovetx.gov/feed/,https://web.archive.org/web/*/https://www.copperascovetx.gov/feed/
HIGH,7,Other Public Money,2025,municipal court,20 unique versions; infrastructure/money keyword,21,20,text/html,https://www.copperascovetx.gov/municipal_court/,https://web.archive.org/web/20250523213031/https://www.copperascovetx.gov/municipal_court/,https://web.archive.org/web/*/https://www.copperascovetx.gov/municipal_court/
HIGH,7,Budget / Finance,2025,finance department,review category; 15 unique versions; financial/project keyword,19,15,text/html,https://www.copperascovetx.gov/finance_department/,https://web.archive.org/web/20250612222708/https://www.copperascovetx.gov/finance_department/,https://web.archive.org/web/*/https://www.copperascovetx.gov/finance_department/
HIGH,7,Budget / Finance,2025,tax rate,review category; 15 unique versions; financial/project keyword,45,15,text/html,https://www.copperascovetx.gov/budget/tax_rate/,https://web.archive.org/web/20250718194525/https://www.copperascovetx.gov/budget/tax_rate/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/tax_rate/
HIGH,7,Other Public Money,2025,municipal cemetery,14 unique versions; infrastructure/money keyword,18,14,text/html,https://www.copperascovetx.gov/municipal_cemetery/,https://web.archive.org/web/20250203024946/https://www.copperascovetx.gov/municipal_cemetery/,https://web.archive.org/web/*/https://www.copperascovetx.gov/municipal_cemetery/
HIGH,7,Budget / Finance,2025,budget information,review category; 13 unique versions; financial/project keyword,19,13,text/html,https://www.copperascovetx.gov/budget/budget_information/,https://web.archive.org/web/20250203033931/https://www.copperascovetx.gov/budget/budget_information/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/budget_information/
HIGH,7,Budget / Finance,2025,budget plans,review category; 13 unique versions; financial/project keyword,17,13,text/html,https://www.copperascovetx.gov/budget/budget_plans/,https://web.archive.org/web/20250203042551/https://www.copperascovetx.gov/budget/budget_plans/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/budget_plans/
HIGH,7,Budget / Finance,2025,reports,review category; 13 unique versions; financial/project keyword,17,13,text/html,https://www.copperascovetx.gov/finance_department/reports/,https://web.archive.org/web/20250803024721/https://www.copperascovetx.gov/finance_department/reports/,https://web.archive.org/web/*/https://www.copperascovetx.gov/finance_department/reports/
HIGH,7,Budget / Finance,2025,unclaimed property,review category; 13 unique versions; financial/project keyword,18,13,text/html,https://www.copperascovetx.gov/finance_department/unclaimed_property/,https://web.archive.org/web/20250612222031/https://www.copperascovetx.gov/finance_department/unclaimed_property/,https://web.archive.org/web/*/https://www.copperascovetx.gov/finance_department/unclaimed_property/
HIGH,7,Budget / Finance,2025,budget notices,review category; 12 unique versions; financial/project keyword,15,12,text/html,https://www.copperascovetx.gov/budget/budget_notices/,https://web.archive.org/web/20250316041042/https://www.copperascovetx.gov/budget/budget_notices/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/budget_notices/
HIGH,7,Budget / Finance,2023,budget presentations,review category; 11 unique versions; financial/project keyword,11,11,text/html,https://www.copperascovetx.gov/budget/budget-presentations/,https://web.archive.org/web/20230925142159/https://www.copperascovetx.gov/budget/budget-presentations/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/budget-presentations/
HIGH,7,Budget / Finance,2025,budget,review category; 11 unique versions; financial/project keyword,16,11,text/html,https://www.copperascovetx.gov/budget/,https://web.archive.org/web/20250203005508/https://www.copperascovetx.gov/budget/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/
HIGH,7,Budget / Finance,2020,feed,review category; 10 unique versions; financial/project keyword,10,10,application/rss+xml,http://www.copperascovetx.gov/comments/feed/,https://web.archive.org/web/20200404122206/http://www.copperascovetx.gov/comments/feed/,https://web.archive.org/web/*/http://www.copperascovetx.gov/comments/feed/
HIGH,7,Budget / Finance,2024,funding requests,review category; 10 unique versions; financial/project keyword,14,10,text/html,https://www.copperascovetx.gov/budget/funding_requests/,https://web.archive.org/web/20240530091346/https://www.copperascovetx.gov/budget/funding_requests/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/funding_requests/
HIGH,7,Budget / Finance,2025,gfoa awards,review category; 10 unique versions; financial/project keyword,11,10,text/html,https://www.copperascovetx.gov/budget/gfoa_awards/,https://web.archive.org/web/20250718194758/https://www.copperascovetx.gov/budget/gfoa_awards/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/gfoa_awards/
HIGH,7,Budget / Finance,2020,feed,review category; 9 unique versions; financial/project keyword,9,9,application/rss+xml,http://www.copperascovetx.gov/feed/,https://web.archive.org/web/20200404120300/http://www.copperascovetx.gov/feed/,https://web.archive.org/web/*/http://www.copperascovetx.gov/feed/
HIGH,7,Budget / Finance,2025,budgets,review category; 9 unique versions; financial/project keyword,12,9,text/html,https://www.copperascovetx.gov/budget/budgets/,https://web.archive.org/web/20250216075406/https://www.copperascovetx.gov/budget/budgets/,https://web.archive.org/web/*/https://www.copperascovetx.gov/budget/budgets/
HIGH,7,Budget / Finance,2025,energy consumption,review category; 9 unique versions; financial/project keyword,10,9,text/html,https://www.copperascovetx.gov/finance_department/energy_consumption/,https://web.archive.org/web/20250523195348/https://www.copperascovetx.gov/finance_department/energy_consumption/,https://web.archive.org/web/*/https://www.copperascovetx.gov/finance_department/energy_consumption/
HIGH,7,Budget / Finance,2015,budget.htm,review category; 6 unique versions; financial/project keyword,6,6,text/html,http://www.copperascovetx.gov:80/pages/finance_department/budget.htm,https://web.archive.org/web/20150325191642/http://www.copperascovetx.gov:80/pages/finance_department/budget.htm,https://web.archive.org/web/*/http://www.copperascovetx.gov:80/pages/finance_department/budget.htm
